"y" "treat" "age" "south" "male" "college"
"1255" 2 FALSE 2.1 0 0 0
"1258" 1 FALSE 3.4 0 0 1
"1259" 3 FALSE 4.2 0 1 1
"1262" 3 TRUE 4.5 0 1 0
"1263" 2 TRUE 1.8 0 1 0
"1267" 2 FALSE 7.3 0 0 0
"1269" 2 FALSE 1.8 0 0 0
"1270" 2 FALSE 2.7 0 0 0
"1280" 1 TRUE 4.8 0 0 1
"1281" 2 FALSE 3.6 0 0 1
"1283" 2 FALSE 6.5 0 1 1
"1284" 2 FALSE 3.7 0 0 1
"1285" 4 TRUE 2.1 0 1 0
"1287" 2 FALSE 2.2 0 0 1
"1291" 2 TRUE 3 0 0 1
"1295" 1 FALSE 4.5 0 0 1
"1296" 2 TRUE 3.2 0 0 1
"1301" 3 FALSE 5.7 0 1 0
"1302" 1 TRUE 4.1 0 0 1
"1305" 3 FALSE 4.3 0 0 1
"1306" 3 FALSE 5.8 0 0 1
"1307" 4 TRUE 6.8 0 0 0
"1309" 1 TRUE 4.7 0 0 1
"1313" 2 TRUE 3.6 1 1 1
"1314" 4 TRUE 2.3 1 0 0
"1315" 2 FALSE 4.1 0 1 1
"1316" 2 FALSE 2.6 0 0 1
"1317" 1 FALSE 4.7 1 1 0
"1318" 2 FALSE 4.5 1 1 0
"1319" 4 TRUE 7 1 0 0
"1320" 3 FALSE 2.9 1 1 0
"1321" 2 TRUE 4.3 1 0 0
"1326" 1 FALSE 5.4 0 1 0
"1327" 3 FALSE 2 0 0 1
"1330" 3 TRUE 1.8 0 0 0
"1334" 2 FALSE 4.4 0 1 0
"1335" 2 TRUE 3.9 0 1 0
"1336" 4 TRUE 5.4 0 0 0
"1339" 3 TRUE 5.7 0 0 1
"1341" 1 FALSE 4.2 0 0 1
"1342" 2 FALSE 3.5 0 1 0
"1343" 3 TRUE 2.7 0 1 1
"1354" 2 TRUE 6 0 1 1
"1358" 4 TRUE 3.1 1 0 0
"1365" 3 TRUE 3.5 1 1 1
"1367" 2 TRUE 2.6 0 1 0
"1368" 3 TRUE 3.4 0 0 0
"1369" 3 TRUE 4.6 0 1 0
"1371" 2 TRUE 1.8 0 0 0
"1373" 4 TRUE 3.1 0 0 1
"1376" 3 FALSE 3.5 0 0 0
"1377" 1 FALSE 4.4 0 0 1
"1379" 2 FALSE 6.4 0 0 0
"1380" 3 FALSE 3.7 0 1 0
"1381" 2 FALSE 4.2 0 0 0
"1382" 2 FALSE 3.5 0 0 0
"1383" 4 TRUE 5.5 0 0 0
"1384" 1 TRUE 2.2 0 1 1
"1385" 2 TRUE 2.9 0 0 1
"1389" 2 FALSE 3.2 0 1 1
"1392" 4 TRUE 7.7 0 0 0
"1393" 3 FALSE 6.4 0 0 0
"1396" 2 FALSE 2.9 1 1 1
"1397" 4 TRUE 3.8 1 1 1
"1398" 2 FALSE 5 1 0 1
"1399" 4 TRUE 6.3 1 0 0
"1401" 4 TRUE 3.8 1 0 0
"1403" 3 FALSE 5.5 1 0 0
"1404" 2 FALSE 4.1 1 1 1
"1405" 1 FALSE 7.3 1 1 1
"1406" 3 TRUE 3.8 1 0 1
"1407" 2 TRUE 1.8 1 1 0
"1408" 1 FALSE 2.1 0 0 1
"1410" 3 TRUE 3.5 0 1 1
"1411" 2 TRUE 6.2 0 0 0
"1412" 2 TRUE 3.7 0 0 0
"1413" 4 TRUE 2.1 0 1 0
"1416" 2 FALSE 3 0 0 1
"1420" 1 FALSE 2.6 0 1 1
"1422" 1 FALSE 3.1 0 0 1
"1423" 1 FALSE 4.7 0 0 1
"1424" 2 TRUE 3.4 0 0 1
"1428" 3 FALSE 3.8 0 0 1
"1430" 1 FALSE 2.3 0 1 1
"1431" 2 FALSE 3.2 0 0 1
"1432" 3 TRUE 5.1 0 1 1
"1436" 1 TRUE 1.8 0 1 1
"1437" 2 FALSE 2.5 0 0 1
"1439" 3 TRUE 3.3 0 1 1
"1440" 2 FALSE 3.5 0 1 0
"1443" 2 TRUE 3.5 1 1 0
"1444" 0 FALSE 3.3 0 0 1
"1445" 4 TRUE 6.9 1 1 0
"1446" 2 FALSE 8.2 1 0 0
"1448" 2 FALSE 4.2 1 1 0
"1449" 3 TRUE 5.5 0 1 1
"1451" 3 FALSE 2 0 0 0
"1452" 2 TRUE 4.8 0 0 1
"1453" 2 TRUE 4.3 0 0 1
"1454" 1 FALSE 3.5 0 1 1
"1455" 2 TRUE 3.4 0 0 1
"1458" 3 TRUE 5.1 0 0 0
"1459" 3 TRUE 5.6 0 0 0
"1460" 2 FALSE 5.5 0 0 0
"1462" 4 TRUE 5.7 0 0 1
"1463" 4 TRUE 8 0 0 1
"1464" 2 FALSE 4.3 0 0 0
"1468" 1 TRUE 2.6 0 1 1
"1470" 2 TRUE 2.3 0 0 1
"1471" 3 FALSE 2.1 0 1 0
"1478" 3 TRUE 7.4 1 1 1
"1481" 1 FALSE 3.2 1 0 1
"1482" 3 FALSE 7.8 1 0 0
"1490" 2 FALSE 8.3 0 0 1
"1493" 3 TRUE 4 0 1 1
"1496" 2 FALSE 3.2 0 1 0
"1499" 3 TRUE 3.9 0 1 1
"1500" 3 FALSE 2.6 0 0 1
"1504" 3 FALSE 4.8 0 0 0
"1506" 1 TRUE 4.4 1 1 1
"1507" 3 TRUE 5.2 1 1 1
"1508" 3 FALSE 8.8 1 0 1
"1509" 4 TRUE 6.6 1 1 0
"1510" 4 TRUE 5.7 0 0 0
"1511" 4 TRUE 3.9 1 0 0
"1515" 2 TRUE 3.3 1 1 1
"1516" 1 FALSE 3 1 1 1
"1518" 2 TRUE 5.4 0 0 1
"1520" 3 TRUE 2.3 0 0 1
"1522" 4 TRUE 3.5 0 1 1
"1523" 3 TRUE 3.3 0 0 0
"1524" 4 TRUE 6.9 0 0 0
"1527" 2 TRUE 6 0 1 1
"1528" 3 FALSE 2.5 0 1 0
"1530" 3 FALSE 4.4 0 1 0
"1531" 2 TRUE 2.5 0 1 0
"1533" 2 TRUE 2.6 0 1 0
"1539" 3 TRUE 2.9 1 0 0
"1541" 3 FALSE 2.6 1 0 0
"1542" 3 TRUE 6.9 0 1 0
"1543" 4 TRUE 4.4 0 1 1
"1545" 1 FALSE 5.5 1 1 1
"1546" 3 TRUE 3.2 1 1 0
"1547" 4 TRUE 7.2 0 1 1
"1548" 3 FALSE 7.1 0 1 0
"1550" 3 FALSE 3.9 0 0 1
"1551" 3 FALSE 4.6 0 1 1
"1554" 3 TRUE 4.3 0 0 1
"1555" 3 FALSE 4.5 0 0 0
"1556" 2 FALSE 5 0 1 0
"1557" 4 TRUE 3 0 0 1
"1558" 3 FALSE 4.8 0 1 0
"1559" 3 TRUE 6.8 0 0 0
"1561" 2 FALSE 2.3 0 0 1
"1563" 1 FALSE 2.8 0 1 0
"1565" 1 FALSE 3.5 0 1 1
"1566" 3 TRUE 6.1 0 1 0
"1567" 3 FALSE 2.8 0 0 0
"1570" 1 FALSE 3.8 1 1 1
"1573" 4 TRUE 3.4 0 1 0
"1575" 2 FALSE 3.6 1 1 1
"1576" 1 FALSE 2.3 1 1 1
"1580" 1 FALSE 5.2 0 1 1
"1581" 4 TRUE 6.8 0 1 1
"1582" 1 FALSE 4.2 0 0 1
"1583" 3 TRUE 3.3 0 1 1
"1585" 2 FALSE 2.3 0 0 0
"1586" 1 FALSE 4.1 0 1 1
"1587" 3 FALSE 8 0 1 0
"1589" 3 FALSE 2 0 0 1
"1591" 1 FALSE 3.4 0 0 1
"1594" 1 FALSE 3.9 0 1 1
"1598" 3 TRUE 2.7 1 1 1
"1599" 2 TRUE 3.7 1 0 1
"1602" 0 FALSE 2.9 1 0 1
"1604" 4 TRUE 5.6 1 0 1
"1607" 1 TRUE 4.9 1 0 0
"1608" 1 FALSE 3.3 1 1 1
"1609" 2 FALSE 4.3 0 1 0
"1610" 2 FALSE 7.5 0 1 1
"1613" 3 TRUE 4.8 0 0 0
"1614" 2 TRUE 3.7 0 1 1
"1615" 4 TRUE 3.3 0 1 1
"1616" 3 TRUE 2.3 0 1 0
"1618" 2 FALSE 3.2 0 1 1
"1619" 3 FALSE 3.6 0 1 0
"1621" 3 FALSE 3.6 0 1 0
"1622" 1 FALSE 5.1 0 1 0
"1623" 2 FALSE 3.4 0 0 0
"1627" 2 FALSE 5.9 0 0 1
"1628" 3 TRUE 3.3 0 1 1
"1629" 1 FALSE 4.1 0 1 1
"1630" 3 FALSE 7.2 0 1 0
"1632" 2 TRUE 3.6 1 1 1
"1633" 3 FALSE 8.1 1 1 0
"1636" 2 FALSE 6.2 0 1 0
"1638" 2 FALSE 2.5 1 1 1
"1639" 2 FALSE 3.6 1 0 1
"1642" 4 TRUE 7.5 1 1 1
"1643" 2 FALSE 4.5 0 0 1
"1645" 1 TRUE 3.3 0 0 0
"1648" 2 FALSE 3.2 0 0 0
"1649" 2 TRUE 3.3 0 1 1
"1650" 2 TRUE 2.2 0 1 0
"1651" 3 TRUE 2.9 0 0 0
"1652" 2 FALSE 3.5 0 0 0
"1653" 4 TRUE 5 0 1 0
"1659" 2 FALSE 4.1 0 0 1
"1661" 2 TRUE 3.4 0 1 0
"1662" 4 TRUE 2.8 0 1 0
"1664" 0 FALSE 3.5 1 1 1
"1666" 4 TRUE 6.3 0 0 1
"1669" 2 TRUE 3.6 0 0 0
"1670" 0 FALSE 4.2 0 1 0
"1674" 3 TRUE 3.5 0 0 0
"1676" 1 FALSE 5.3 0 1 1
"1679" 3 FALSE 8 0 0 0
"1681" 3 FALSE 8.4 0 0 0
"1683" 4 TRUE 6.6 0 0 0
"1684" 3 FALSE 6.7 0 0 0
"1685" 3 TRUE 2.5 0 1 0
"1687" 2 FALSE 5.3 0 0 1
"1688" 1 TRUE 4.1 0 1 1
"1689" 2 FALSE 3.7 0 0 1
"1690" 2 FALSE 5 0 1 1
"1692" 2 TRUE 3.6 0 0 0
"1693" 3 TRUE 2.2 0 0 0
"1701" 1 FALSE 6.8 0 1 1
"1702" 1 TRUE 4.1 1 1 1
"1703" 3 TRUE 5.7 1 1 1
"1704" 3 FALSE 4.1 1 0 1
"1705" 2 FALSE 2.5 1 0 1
"1707" 3 FALSE 6.8 0 1 0
"1709" 1 TRUE 3.5 0 1 1
"1710" 2 TRUE 2.8 0 1 1
"1711" 3 FALSE 4 0 0 0
"1712" 2 TRUE 2.8 0 0 1
"1713" 3 FALSE 3.2 0 1 0
"1714" 4 TRUE 5.2 0 1 1
"1715" 4 TRUE 7 0 0 0
"1717" 2 FALSE 3.3 0 0 0
"1718" 3 TRUE 4.7 0 0 0
"1719" 3 FALSE 7 0 0 0
"1720" 2 FALSE 3.1 0 1 1
"1721" 1 TRUE 4.2 0 0 1
"1725" 2 TRUE 3.5 0 1 1
"1726" 1 FALSE 2.9 0 1 1
"1727" 2 TRUE 2.9 0 0 1
"1729" 1 FALSE 3.7 0 0 1
"1730" 3 FALSE 4.8 0 0 1
"1731" 2 FALSE 3 0 1 1
"1735" 3 FALSE 6.2 0 1 1
"1736" 2 TRUE 2.7 1 0 1
"1738" 2 FALSE 4.3 1 0 1
"1740" 3 TRUE 6.6 1 0 1
"1741" 3 TRUE 3 0 0 0
"1742" 2 TRUE 4.6 0 0 1
"1747" 3 FALSE 8 0 0 1
"1754" 2 TRUE 2.8 0 0 0
"1755" 1 FALSE 5.3 0 0 1
"1757" 3 TRUE 6.1 0 0 1
"1758" 2 TRUE 2.3 0 1 1
"1759" 2 FALSE 4 0 1 0
"1760" 1 TRUE 3.9 0 1 0
"1762" 1 FALSE 7 0 1 1
"1763" 3 FALSE 3.3 0 0 1
"1767" 3 FALSE 3.7 0 0 1
"1768" 0 TRUE 7.6 0 1 0
"1770" 2 TRUE 3.4 0 0 1
"1774" 3 TRUE 2.3 0 0 1
"1775" 4 TRUE 7.7 1 0 0
"1776" 2 FALSE 4.2 1 0 1
"1778" 2 TRUE 3.7 1 1 1
"1779" 2 TRUE 6.2 1 0 0
"1781" 3 FALSE 5.3 0 0 0
"1784" 2 TRUE 3.6 0 0 0
"1785" 3 FALSE 7.7 1 1 1
"1786" 2 TRUE 5.5 1 1 1
"1791" 3 FALSE 3 0 0 1
"1796" 3 FALSE 5.3 0 0 0
"1800" 2 FALSE 4.3 0 0 1
"1801" 3 FALSE 4.1 0 1 0
"1802" 1 TRUE 3.1 0 1 1
"1803" 3 FALSE 2.8 0 1 1
"1804" 3 FALSE 2.1 0 0 0
"1808" 0 TRUE 7.9 0 1 1
"1809" 1 FALSE 4.1 0 0 1
"1811" 3 TRUE 6.1 0 0 1
"1813" 1 TRUE 3 1 1 1
"1815" 3 FALSE 3.7 1 0 0
"1816" 4 TRUE 1.9 1 0 1
"1819" 2 TRUE 3 1 1 1
"1821" 1 FALSE 3.7 1 1 1
"1822" 3 FALSE 3.5 0 0 0
"1824" 3 TRUE 4.2 0 0 1
"1825" 3 FALSE 4.8 0 0 1
"1826" 2 TRUE 3 0 1 1
"1827" 2 TRUE 4.1 0 0 0
"1828" 3 TRUE 5.6 0 0 0
"1831" 3 TRUE 6.7 0 0 1
"1833" 3 FALSE 2.9 0 0 0
"1835" 3 FALSE 3.9 0 1 1
"1836" 3 FALSE 4.7 0 1 0
"1837" 3 FALSE 5.1 0 0 1
"1838" 2 FALSE 5.7 0 0 0
"1839" 3 FALSE 5.7 0 0 1
"1840" 3 TRUE 2.9 0 0 1
"1844" 1 FALSE 6.2 0 0 1
"1847" 2 TRUE 4.1 0 0 1
"1849" 4 TRUE 3.2 1 0 0
"1851" 1 TRUE 3.9 0 1 1
"1852" 3 FALSE 6.3 0 0 0
"1856" 1 TRUE 4.9 0 0 1
"1857" 3 TRUE 6.1 0 0 0
"1858" 2 FALSE 6.6 0 1 0
"1859" 2 TRUE 3.5 0 1 1
"1862" 3 FALSE 2.2 0 1 0
"1863" 2 TRUE 5.4 0 1 1
"1864" 3 FALSE 7.3 0 0 0
"1870" 4 TRUE 6.2 0 0 0
"1871" 2 TRUE 5.6 0 0 1
"1874" 3 TRUE 6.5 0 0 1
"1875" 3 FALSE 4.2 0 1 0
"1876" 4 TRUE 4.9 0 0 1
"1878" 1 FALSE 6.6 0 1 1
"1880" 3 FALSE 5.3 0 0 1
"1881" 4 TRUE 8.1 0 0 1
"1884" 1 TRUE 2.5 1 0 1
"1885" 1 FALSE 6.6 1 1 1
"1887" 3 FALSE 5.7 0 0 0
"1888" 1 FALSE 4.5 0 1 1
"1890" 3 FALSE 3.3 1 0 0
"1892" 4 TRUE 6.1 1 0 0
"1893" 3 FALSE 4.3 1 0 1
"1894" 2 FALSE 4.1 1 1 0
"1900" 3 TRUE 6.9 0 1 1
"1901" 2 FALSE 2.6 0 0 0
"1903" 4 TRUE 5.5 0 1 1
"1904" 3 TRUE 8 0 1 0
"1910" 3 TRUE 5.5 0 0 0
"1913" 2 FALSE 3.6 0 0 1
"1916" 1 FALSE 3.7 0 1 1
"1919" 3 FALSE 4.6 0 0 0
"1921" 3 FALSE 4.2 0 0 1
"1923" 2 FALSE 4.5 0 1 1
"1927" 1 TRUE 6.2 1 1 1
"1929" 3 TRUE 4.1 1 0 0
"1930" 2 TRUE 6.1 0 0 0
"1932" 1 FALSE 4.9 0 1 1
"1934" 3 FALSE 2.8 1 1 1
"1935" 4 TRUE 7.3 1 0 0
"1937" 4 TRUE 4.5 0 0 0
"1938" 3 FALSE 2.8 0 0 1
"1942" 1 TRUE 2.8 0 1 1
"1946" 3 TRUE 6 0 0 0
"1947" 2 TRUE 3.2 0 1 1
"1949" 1 FALSE 3.9 0 1 1
"1950" 4 TRUE 5.4 0 1 0
"1952" 2 TRUE 1.9 0 1 0
"1953" 1 TRUE 3 0 1 1
"1954" 4 TRUE 7.4 0 0 1
"1955" 3 FALSE 2.7 0 1 0
"1958" 3 FALSE 2.8 0 0 1
"1960" 2 TRUE 7.9 0 0 0
"1961" 2 FALSE 2.4 1 0 1
"1962" 2 TRUE 6 1 0 0
"1963" 4 TRUE 7.2 1 0 0
"1966" 3 TRUE 6.5 0 1 1
"1967" 3 TRUE 3.8 1 0 0
"1969" 2 FALSE 3.1 1 0 0
"1970" 4 TRUE 2.5 0 0 1
"1973" 4 TRUE 4.7 0 1 1
"1974" 3 TRUE 5.1 0 0 1
"1975" 2 TRUE 3.2 0 0 0
"1976" 3 TRUE 2.4 0 0 1
"1978" 1 FALSE 3.5 0 1 0
"1979" 3 FALSE 3.6 0 1 0
"1980" 1 TRUE 7.4 0 0 1
"1983" 3 FALSE 2.5 0 0 1
"1985" 3 TRUE 4.1 0 1 1
"1986" 1 TRUE 5.1 0 0 1
"1987" 3 FALSE 6.7 0 1 0
"1988" 3 TRUE 3.4 0 0 0
"1989" 2 TRUE 4 0 1 1
"1990" 3 TRUE 3.2 0 1 1
"1993" 4 TRUE 6.4 0 0 0
"1996" 3 FALSE 4.3 0 0 0
"1997" 2 TRUE 3.4 1 0 0
"1999" 3 TRUE 5 1 1 1
"2000" 1 FALSE 3.4 1 0 1
"2001" 2 FALSE 6.1 1 0 1
"2004" 2 TRUE 2.8 0 1 1
"2007" 4 TRUE 3.5 1 0 1
"2010" 2 FALSE 6 1 1 1
"2011" 3 FALSE 6.7 0 1 0
"2013" 1 FALSE 5.3 0 0 1
"2014" 3 FALSE 7.1 0 0 1
"2015" 2 FALSE 6.9 0 0 1
"2016" 2 FALSE 6.9 0 0 0
"2017" 2 FALSE 3.5 0 0 0
"2019" 2 FALSE 4.7 0 0 0
"2020" 3 FALSE 2.1 0 0 0
"2021" 2 FALSE 3.1 0 0 0
"2024" 3 TRUE 1.8 0 0 0
"2025" 2 FALSE 5.3 0 0 1
"2026" 2 TRUE 3.3 0 0 1
"2029" 3 FALSE 2.1 0 1 0
"2030" 2 FALSE 4.2 0 1 1
"2031" 1 TRUE 2.5 0 1 0
"2033" 2 FALSE 3.5 1 0 0
"2034" 2 TRUE 2.8 1 0 1
"2036" 3 TRUE 4.1 1 0 0
"2037" 4 TRUE 4 0 1 0
"2042" 4 TRUE 6 1 1 0
"2048" 3 FALSE 7 0 0 0
"2050" 3 FALSE 2.4 0 1 1
"2051" 2 FALSE 4.5 0 1 1
"2052" 1 TRUE 6.7 0 0 1
"2053" 3 TRUE 6.9 0 0 0
"2055" 3 TRUE 6.7 0 0 0
"2056" 4 TRUE 3.3 0 1 0
"2057" 3 TRUE 3.7 0 0 0
"2058" 3 FALSE 4.1 0 0 1
"2059" 3 TRUE 3.4 0 0 1
"2063" 1 FALSE 2.6 0 1 1
"2066" 1 TRUE 3.4 0 0 1
"2067" 2 FALSE 2.5 0 1 1
"2068" 4 TRUE 5.5 0 1 1
"2069" 2 TRUE 5.4 0 1 1
"2071" 1 FALSE 4.5 1 0 1
"2074" 4 TRUE 3.4 1 0 0
"2076" 2 TRUE 3.5 0 1 0
"2078" 3 FALSE 7.3 1 0 1
"2083" 2 FALSE 6.5 1 1 1
"2085" 3 TRUE 4.1 0 0 1
"2093" 1 TRUE 3.7 0 1 1
"2094" 3 FALSE 2.7 0 0 0
"2096" 1 FALSE 6.3 0 0 0
"2097" 4 TRUE 7.2 0 0 0
"2098" 3 FALSE 5.7 0 0 0
"2099" 1 FALSE 4.5 0 0 1
"2100" 2 TRUE 3.7 0 1 0
"2105" 2 TRUE 5.2 0 1 0
"2107" 2 TRUE 2.9 0 0 1
"2109" 3 TRUE 3.8 0 0 1
"2111" 2 FALSE 5.7 1 1 1
"2116" 3 TRUE 6.5 1 0 0
"2118" 1 TRUE 4.9 0 0 1
"2122" 4 TRUE 3.5 1 0 0
"2126" 3 TRUE 2.7 1 1 0
"2127" 3 FALSE 6.2 1 0 0
"2129" 1 FALSE 4.8 0 0 1
"2130" 3 TRUE 2.8 0 0 0
"2133" 3 FALSE 6.1 0 1 0
"2136" 2 TRUE 3.5 0 0 1
"2137" 3 FALSE 4.8 0 0 1
"2139" 3 FALSE 5.9 0 0 0
"2140" 3 FALSE 3.9 0 1 0
"2148" 3 FALSE 4.1 1 0 1
"2150" 3 FALSE 4.2 1 0 0
"2151" 2 FALSE 4.3 1 1 0
"2157" 1 FALSE 6 0 1 1
"2158" 1 FALSE 2.2 0 0 1
"2159" 2 FALSE 3 1 1 1
"2160" 1 FALSE 4.8 0 1 1
"2162" 1 TRUE 7.8 1 0 0
"2164" 4 TRUE 4.2 1 1 1
"2165" 3 TRUE 6.5 0 1 0
"2167" 4 TRUE 7.1 0 1 0
"2169" 2 FALSE 7.5 0 1 0
"2170" 4 TRUE 6.9 0 1 1
"2172" 3 TRUE 5.2 0 1 0
"2173" 4 TRUE 8 0 0 0
"2175" 1 FALSE 1.8 0 1 0
"2176" 0 TRUE 5.2 0 0 1
"2177" 2 FALSE 5.5 0 1 0
"2178" 2 TRUE 4.3 0 1 1
"2179" 1 TRUE 6.4 0 1 1
"2182" 4 TRUE 7 0 1 1
"2183" 2 FALSE 5.4 0 1 0
"2184" 2 FALSE 4 0 0 1
"2188" 3 TRUE 3.4 0 0 1
"2190" 1 TRUE 5.3 0 1 1
"2191" 2 TRUE 3.7 0 1 0
"2192" 1 TRUE 4.6 0 0 1
"2193" 3 TRUE 3.4 0 0 1
"2194" 3 FALSE 6.5 0 0 0
"2195" 3 FALSE 3.8 0 0 0
"2196" 3 TRUE 6.9 0 1 1
"2197" 3 FALSE 3.6 0 0 1
"2198" 1 FALSE 1.9 0 1 1
"2200" 2 FALSE 4.8 0 1 0
"2201" 4 TRUE 2.9 0 1 0
"2202" 2 FALSE 1.8 0 1 0
"2203" 1 TRUE 4.3 0 0 1
"2204" 3 FALSE 2.2 0 0 1
"2205" 3 TRUE 4 0 0 1
"2207" 2 TRUE 3 0 0 1
"2208" 0 TRUE 3.8 0 0 1
"2210" 3 FALSE 2.3 0 0 1
"2213" 0 TRUE 3.8 0 0 1
"2214" 2 TRUE 3.9 1 1 1
"2215" 3 TRUE 4.4 1 1 0
"2216" 3 FALSE 2.8 1 1 0
"2222" 2 TRUE 5 1 1 1
"2224" 0 TRUE 4.3 1 1 0
