"y" "treat" "age" "south" "male" "college"
"978" 3 0 3.3 1 1 0
"979" 3 0 3.7 0 1 1
"980" 4 2 2.7 0 0 0
"982" 3 1 5 1 1 1
"984" 2 1 3.6 0 0 1
"985" 1 0 6 0 0 1
"986" 2 1 4.7 0 0 0
"987" 1 0 4.6 0 0 1
"988" 0 2 8.4 0 0 0
"989" 4 1 7.9 0 0 1
"990" 1 1 4.7 0 1 0
"991" 3 2 5.2 0 0 0
"992" 3 0 4.8 0 0 0
"993" 2 2 3.5 0 0 0
"994" 2 0 2.6 0 1 1
"995" 3 1 3.8 0 0 1
"996" 3 1 4.7 0 0 0
"997" 3 2 4.9 0 0 1
"999" 1 0 6.6 0 1 1
"1000" 1 1 2.6 0 0 1
"1001" 3 1 7.2 0 1 0
"1002" 1 0 4.1 0 1 1
"1003" 3 1 3.5 0 1 1
"1004" 3 0 5.6 0 1 1
"1005" 2 0 3.7 0 0 0
"1008" 1 1 6.3 1 1 0
"1009" 4 2 3.4 1 0 0
"1011" 3 2 7 0 0 0
"1014" 0 0 6.4 1 1 0
"1017" 1 1 2.8 0 0 1
"1018" 1 0 7.6 1 1 1
"1019" 2 1 6.3 0 0 0
"1020" 4 2 6.7 0 0 0
"1021" 1 1 4.3 0 0 1
"1023" 3 0 6.7 0 0 0
"1024" 2 1 2.5 0 1 1
"1025" 4 2 6 0 0 0
"1026" 3 2 3.1 0 1 1
"1027" 2 0 3.2 0 0 0
"1030" 2 1 6.9 0 0 0
"1033" 2 2 4.9 0 1 1
"1034" 1 1 2.5 0 0 1
"1035" 3 1 4.8 0 1 1
"1037" 2 0 3.8 1 1 1
"1038" 2 0 2.7 0 1 0
"1039" 3 1 3.7 0 1 1
"1040" 4 2 3.9 0 1 1
"1041" 4 1 6.6 1 0 0
"1043" 4 2 3.3 1 1 0
"1044" 0 1 3 0 1 1
"1046" 1 1 4.9 1 0 1
"1047" 2 0 4.2 0 1 1
"1048" 3 1 7.1 0 0 0
"1049" 4 2 5.3 0 1 1
"1050" 1 1 2.9 0 0 1
"1052" 2 1 4.8 0 0 0
"1053" 1 1 5.2 0 1 0
"1054" 1 1 3 0 0 1
"1055" 3 2 2.3 0 1 0
"1056" 2 1 2.4 0 0 1
"1057" 1 2 2.7 0 1 1
"1058" 2 1 4.2 0 0 1
"1059" 1 0 3.3 0 1 1
"1060" 3 0 3.9 0 0 0
"1061" 2 2 5.5 0 1 1
"1063" 3 1 2.5 0 1 1
"1064" 1 1 4.5 0 1 1
"1065" 4 2 5.5 0 1 0
"1066" 3 1 3.6 0 0 0
"1068" 2 1 2.1 1 1 0
"1069" 4 1 2.8 1 1 0
"1070" 2 1 2.6 1 0 0
"1071" 2 0 2.8 1 0 1
"1073" 4 2 4.3 0 0 0
"1074" 2 1 3.5 1 1 1
"1079" 2 0 3.9 1 1 1
"1080" 2 0 3.8 1 0 1
"1081" 2 2 5 0 1 1
"1082" 2 1 3.3 0 1 1
"1083" 3 2 5.9 0 0 1
"1084" 4 1 7.7 0 0 0
"1085" 4 2 3.6 0 1 0
"1086" 1 1 5.7 0 0 1
"1087" 2 2 5.1 0 0 0
"1088" 1 0 3.1 0 0 1
"1089" 2 2 3.7 0 0 1
"1090" 4 1 6.6 0 0 0
"1091" 0 1 4.7 0 1 1
"1092" 2 1 2.9 0 1 1
"1093" 3 0 3.5 0 0 0
"1094" 1 0 2.8 0 0 0
"1095" 3 2 2.2 0 0 1
"1096" 2 0 3 0 1 0
"1098" 3 2 4 0 0 0
"1100" 2 2 6.8 1 1 1
"1103" 2 1 4.5 0 1 0
"1104" 3 0 4.2 1 0 1
"1106" 2 1 3.5 1 1 0
"1107" 4 2 2.6 1 0 0
"1109" 3 2 3.3 0 0 0
"1110" 3 0 3.9 0 1 1
"1111" 2 1 3.3 0 0 1
"1112" 3 0 5.5 0 0 0
"1113" 3 1 4.4 0 0 0
"1114" 3 1 4.1 0 1 0
"1115" 3 1 3.2 0 0 0
"1116" 1 2 5.3 0 1 1
"1117" 2 1 5.7 0 0 1
"1118" 3 2 4.7 0 1 1
"1119" 3 0 3.2 0 0 0
"1120" 3 2 4.5 0 0 0
"1121" 2 0 6.9 0 1 0
"1122" 3 1 7 0 1 0
"1124" 1 0 4.2 0 1 1
"1125" 2 2 4.7 0 1 0
"1126" 3 0 3.1 0 1 1
"1127" 2 0 4 0 0 0
"1128" 3 1 4.1 0 1 0
"1129" 1 2 3.9 0 0 1
"1131" 2 2 3.6 1 0 1
"1132" 3 2 2.8 1 1 1
"1133" 1 0 1.9 1 0 0
"1134" 3 0 2.7 1 0 1
"1135" 4 2 5 0 0 0
"1136" 4 2 4.4 1 0 1
"1137" 1 2 3.5 1 0 1
"1138" 3 1 3.6 1 1 0
"1139" 2 2 3.5 1 0 0
"1141" 3 0 2.8 0 0 1
"1142" 3 2 5.3 0 0 1
"1144" 4 2 1.8 1 0 0
"1145" 2 2 4 0 1 1
"1146" 3 0 5.4 0 0 1
"1147" 1 1 4.5 0 1 1
"1148" 3 2 2.8 0 0 1
"1149" 4 2 4.1 0 0 1
"1150" 3 1 6.1 0 1 0
"1151" 2 2 3.5 0 0 1
"1152" 3 1 4 0 0 0
"1153" 4 2 7.7 0 1 0
"1154" 4 2 3.3 0 0 0
"1155" 3 1 3.4 0 1 1
"1156" 3 0 2.8 0 1 1
"1157" 2 0 2.7 0 1 1
"1158" 3 1 4.1 0 1 1
"1159" 2 0 3.3 0 1 1
"1160" 3 1 3.3 0 1 1
"1161" 1 1 3.2 0 0 0
"1164" 3 1 2.5 1 0 1
"1165" 2 0 3.6 1 0 1
"1166" 4 2 3.1 1 0 1
"1167" 3 1 6.7 1 0 1
"1168" 4 2 3.9 1 0 0
"1169" 4 1 4.9 0 1 0
"1170" 1 0 2 1 0 1
"1171" 3 1 3.1 1 0 1
"1172" 3 1 3.3 1 0 0
"1174" 2 0 7.2 0 0 0
"1176" 0 1 2.9 0 0 1
"1177" 2 2 6.8 0 0 1
"1178" 3 1 6 0 0 0
"1179" 4 1 7.1 0 0 0
"1180" 2 1 6.1 0 0 0
"1181" 3 2 3.4 0 1 1
"1182" 1 2 2.7 0 0 1
"1183" 2 1 3.6 0 0 0
"1184" 1 0 5.1 0 1 0
"1185" 3 1 3.2 0 1 0
"1186" 3 1 3.6 0 1 0
"1187" 3 0 4.9 0 0 1
"1188" 3 1 6.6 0 0 1
"1189" 4 2 7.3 0 0 0
"1190" 3 1 4.8 0 0 0
"1191" 0 0 3.5 0 1 1
"1192" 2 0 3.7 0 1 0
"1193" 3 0 4 0 0 0
"1194" 2 1 2.4 0 0 1
"1195" 2 2 2.3 0 1 1
"1196" 3 1 4.5 0 0 1
"1198" 2 0 3.5 1 0 1
"1201" 2 0 4 1 0 1
"1202" 1 2 4.6 1 0 0
"1203" 1 1 4.6 1 0 0
"1204" 3 2 4.3 1 1 1
"1205" 1 1 2.5 0 1 1
"1208" 3 0 3.5 0 0 1
"1209" 3 1 4.2 0 1 0
"1210" 4 2 3.7 0 1 1
"1211" 3 1 2.5 0 0 1
"1212" 3 0 5.2 0 0 0
"1213" 1 0 4.8 0 1 0
"1214" 3 2 2.7 0 0 0
"1215" 3 0 6.7 0 0 1
"1216" 1 1 4.8 0 0 0
"1218" 2 2 3.9 0 1 1
"1219" 3 2 3.1 0 1 0
"1220" 1 1 2.6 0 1 1
"1221" 3 1 3.7 0 0 1
"1222" 1 1 2.3 0 0 1
"1223" 3 0 3.7 0 0 0
"1225" 2 0 3.2 0 1 0
"1226" 2 1 4.5 0 0 1
"1227" 3 1 3.8 0 0 1
"1228" 3 1 3.5 0 1 0
"1229" 3 0 3 0 1 0
"1230" 2 0 3.3 0 0 1
"1231" 3 0 2.5 0 1 1
"1232" 3 0 2.9 0 1 0
"1234" 1 2 4.7 1 0 1
"1235" 3 1 3 1 1 1
"1236" 3 2 4.8 1 0 0
"1237" 2 1 2.8 1 0 1
"1239" 2 1 3.2 0 1 0
"1241" 4 2 6.4 1 0 0
"1244" 2 1 1.8 1 0 0
"1245" 2 1 8.5 1 0 0
"1246" 2 0 4.3 0 1 1
"1247" 3 0 7 0 0 0
"1248" 3 0 3.1 0 0 1
"1249" 1 2 3.9 0 1 1
"1250" 4 1 4.9 0 0 0
"1251" 1 1 5.9 0 0 1
"1252" 3 1 1.9 0 0 1
"1254" 2 1 4.1 0 1 1
"1255" 2 0 2.1 0 0 0
"1257" 1 1 3.1 0 0 1
"1258" 1 0 3.4 0 0 1
"1259" 3 0 4.2 0 1 1
"1260" 2 1 4.5 0 0 0
"1261" 3 1 6.8 0 0 0
"1262" 3 2 4.5 0 1 0
"1263" 2 2 1.8 0 1 0
"1264" 3 1 3.3 0 1 1
"1265" 1 1 2.9 0 0 1
"1267" 2 0 7.3 0 0 0
"1268" 3 1 5.2 0 0 1
"1269" 2 0 1.8 0 0 0
"1270" 2 0 2.7 0 0 0
"1273" 2 1 3.4 1 0 1
"1274" 1 1 3.6 0 1 1
"1277" 3 1 5.6 1 1 0
"1278" 3 1 3.6 1 0 0
"1280" 1 2 4.8 0 0 1
"1281" 2 0 3.6 0 0 1
"1283" 2 0 6.5 0 1 1
"1284" 2 0 3.7 0 0 1
"1285" 4 2 2.1 0 1 0
"1286" 2 1 2.1 0 0 1
"1287" 2 0 2.2 0 0 1
"1288" 3 1 3.1 0 0 1
"1289" 4 1 7.8 0 0 0
"1291" 2 2 3 0 0 1
"1292" 3 1 2 0 1 0
"1293" 2 1 3.8 0 1 0
"1294" 2 1 2.9 0 0 0
"1295" 1 0 4.5 0 0 1
"1296" 2 2 3.2 0 0 1
"1298" 3 1 3.3 0 0 0
"1299" 3 1 3.8 0 1 1
"1300" 3 1 3.3 0 0 0
"1301" 3 0 5.7 0 1 0
"1302" 1 2 4.1 0 0 1
"1303" 1 1 4.9 0 0 1
"1304" 2 1 4.5 0 1 1
"1305" 3 0 4.3 0 0 1
"1306" 3 0 5.8 0 0 1
"1307" 4 2 6.8 0 0 0
"1309" 1 2 4.7 0 0 1
"1311" 1 1 3.5 0 1 1
"1312" 1 1 3.1 1 0 1
"1313" 2 2 3.6 1 1 1
"1314" 4 2 2.3 1 0 0
"1315" 2 0 4.1 0 1 1
"1316" 2 0 2.6 0 0 1
"1317" 1 0 4.7 1 1 0
"1318" 2 0 4.5 1 1 0
"1319" 4 2 7 1 0 0
"1320" 3 0 2.9 1 1 0
"1321" 2 2 4.3 1 0 0
"1322" 2 1 3.6 1 1 1
"1323" 4 1 3.1 1 1 0
"1324" 3 1 2.2 1 1 0
"1326" 1 0 5.4 0 1 0
"1327" 3 0 2 0 0 1
"1328" 3 1 2.3 0 0 1
"1329" 3 1 4.5 0 0 1
"1330" 3 2 1.8 0 0 0
"1331" 2 1 5.6 0 0 1
"1332" 1 1 2.6 0 1 1
"1333" 0 1 6.5 0 0 0
"1334" 2 0 4.4 0 1 0
"1335" 2 2 3.9 0 1 0
"1336" 4 2 5.4 0 0 0
"1337" 3 1 4 0 1 0
"1339" 3 2 5.7 0 0 1
"1340" 2 1 2.5 0 1 1
"1341" 1 0 4.2 0 0 1
"1342" 2 0 3.5 0 1 0
"1343" 3 2 2.7 0 1 1
"1344" 3 1 3.3 0 0 0
"1346" 2 1 4.6 0 0 1
"1347" 3 1 7.7 0 0 1
"1348" 2 1 2.2 0 0 1
"1349" 2 1 5 0 0 1
"1350" 3 1 2.7 0 0 1
"1351" 2 1 2.9 0 1 1
"1352" 1 1 3.2 0 1 1
"1354" 2 2 6 0 1 1
"1357" 0 1 3.3 1 0 0
"1358" 4 2 3.1 1 0 0
"1359" 2 1 2.3 1 0 1
"1360" 2 1 7.5 1 0 0
"1361" 1 1 6.5 0 0 1
"1363" 3 1 2.8 1 1 1
"1364" 2 1 4.3 1 0 1
"1365" 3 2 3.5 1 1 1
"1366" 2 1 6.6 1 1 1
"1367" 2 2 2.6 0 1 0
"1368" 3 2 3.4 0 0 0
"1369" 3 2 4.6 0 1 0
"1370" 3 1 2.4 0 0 0
"1371" 2 2 1.8 0 0 0
"1373" 4 2 3.1 0 0 1
"1376" 3 0 3.5 0 0 0
"1377" 1 0 4.4 0 0 1
"1379" 2 0 6.4 0 0 0
"1380" 3 0 3.7 0 1 0
"1381" 2 0 4.2 0 0 0
"1382" 2 0 3.5 0 0 0
"1383" 4 2 5.5 0 0 0
"1384" 1 2 2.2 0 1 1
"1385" 2 2 2.9 0 0 1
"1386" 2 1 2.1 0 1 0
"1387" 3 1 3.5 0 0 1
"1388" 3 1 6.9 0 0 1
"1389" 2 0 3.2 0 1 1
"1390" 2 1 2.3 0 0 1
"1392" 4 2 7.7 0 0 0
"1393" 3 0 6.4 0 0 0
"1394" 4 1 7.6 0 0 1
"1396" 2 0 2.9 1 1 1
"1397" 4 2 3.8 1 1 1
"1398" 2 0 5 1 0 1
"1399" 4 2 6.3 1 0 0
"1401" 4 2 3.8 1 0 0
"1403" 3 0 5.5 1 0 0
"1404" 2 0 4.1 1 1 1
"1405" 1 0 7.3 1 1 1
"1406" 3 2 3.8 1 0 1
"1407" 2 2 1.8 1 1 0
"1408" 1 0 2.1 0 0 1
"1409" 1 1 2.5 0 0 1
"1410" 3 2 3.5 0 1 1
"1411" 2 2 6.2 0 0 0
"1412" 2 2 3.7 0 0 0
"1413" 4 2 2.1 0 1 0
"1414" 3 1 2.5 0 0 0
"1416" 2 0 3 0 0 1
"1417" 2 1 2.6 0 0 1
"1418" 2 1 1.9 0 0 0
"1419" 2 1 4.3 0 0 1
"1420" 1 0 2.6 0 1 1
"1421" 1 1 3.9 0 0 0
"1422" 1 0 3.1 0 0 1
"1423" 1 0 4.7 0 0 1
"1424" 2 2 3.4 0 0 1
"1425" 1 1 3 0 1 1
"1426" 2 1 6.6 0 0 0
"1428" 3 0 3.8 0 0 1
"1429" 2 1 7.5 0 0 1
"1430" 1 0 2.3 0 1 1
"1431" 2 0 3.2 0 0 1
"1432" 3 2 5.1 0 1 1
"1433" 0 1 7.1 0 1 1
"1434" 1 1 4 0 1 1
"1435" 3 1 7.3 0 0 1
"1436" 1 2 1.8 0 1 1
"1437" 2 0 2.5 0 0 1
"1438" 1 1 1.9 0 1 1
"1439" 3 2 3.3 0 1 1
"1440" 2 0 3.5 0 1 0
"1443" 2 2 3.5 1 1 0
"1444" 0 0 3.3 0 0 1
"1445" 4 2 6.9 1 1 0
"1446" 2 0 8.2 1 0 0
"1447" 3 1 3.2 1 1 0
"1448" 2 0 4.2 1 1 0
"1449" 3 2 5.5 0 1 1
"1450" 2 1 4.4 0 1 1
"1451" 3 0 2 0 0 0
"1452" 2 2 4.8 0 0 1
"1453" 2 2 4.3 0 0 1
"1454" 1 0 3.5 0 1 1
"1455" 2 2 3.4 0 0 1
"1456" 3 1 7.6 0 1 0
"1457" 2 1 3.4 0 0 1
"1458" 3 2 5.1 0 0 0
"1459" 3 2 5.6 0 0 0
"1460" 2 0 5.5 0 0 0
"1461" 2 1 4.7 0 1 0
"1462" 4 2 5.7 0 0 1
"1463" 4 2 8 0 0 1
"1464" 2 0 4.3 0 0 0
"1466" 2 1 2.3 0 1 0
"1467" 0 1 5.2 0 0 1
"1468" 1 2 2.6 0 1 1
"1470" 2 2 2.3 0 0 1
"1471" 3 0 2.1 0 1 0
"1472" 4 1 6.3 0 0 0
"1474" 3 1 6.4 0 1 0
"1478" 3 2 7.4 1 1 1
"1479" 3 1 2.5 1 1 0
"1480" 2 1 3 0 0 1
"1481" 1 0 3.2 1 0 1
"1482" 3 0 7.8 1 0 0
"1483" 1 1 2.6 1 1 1
"1485" 4 1 3.5 1 1 1
"1486" 2 1 3.8 1 0 1
"1487" 2 1 6.3 0 0 1
"1489" 3 1 5.2 0 1 1
"1490" 2 0 8.3 0 0 1
"1491" 0 1 4.3 0 0 0
"1492" 3 1 4 0 1 0
"1493" 3 2 4 0 1 1
"1496" 2 0 3.2 0 1 0
"1497" 3 1 2.1 0 1 1
"1498" 3 1 3 0 1 1
"1499" 3 2 3.9 0 1 1
"1500" 3 0 2.6 0 0 1
"1503" 1 1 3.6 0 0 1
"1504" 3 0 4.8 0 0 0
"1505" 2 1 2.8 0 0 1
"1506" 1 2 4.4 1 1 1
"1507" 3 2 5.2 1 1 1
"1508" 3 0 8.8 1 0 1
"1509" 4 2 6.6 1 1 0
"1510" 4 2 5.7 0 0 0
"1511" 4 2 3.9 1 0 0
"1515" 2 2 3.3 1 1 1
"1516" 1 0 3 1 1 1
"1517" 1 1 4.8 0 1 1
"1518" 2 2 5.4 0 0 1
"1520" 3 2 2.3 0 0 1
"1522" 4 2 3.5 0 1 1
"1523" 3 2 3.3 0 0 0
"1524" 4 2 6.9 0 0 0
"1526" 3 1 3.1 0 1 1
"1527" 2 2 6 0 1 1
"1528" 3 0 2.5 0 1 0
"1530" 3 0 4.4 0 1 0
"1531" 2 2 2.5 0 1 0
"1532" 3 1 4 0 0 1
"1533" 2 2 2.6 0 1 0
"1535" 3 1 2.2 0 0 1
"1536" 2 1 2.1 0 1 1
"1537" 3 1 6.7 0 1 1
"1538" 2 1 2.6 0 0 1
"1539" 3 2 2.9 1 0 0
"1540" 3 1 3.5 1 0 0
"1541" 3 0 2.6 1 0 0
"1542" 3 2 6.9 0 1 0
"1543" 4 2 4.4 0 1 1
"1545" 1 0 5.5 1 1 1
"1546" 3 2 3.2 1 1 0
"1547" 4 2 7.2 0 1 1
"1548" 3 0 7.1 0 1 0
"1549" 3 1 6.4 0 1 1
"1550" 3 0 3.9 0 0 1
"1551" 3 0 4.6 0 1 1
"1553" 3 1 6.4 0 0 0
"1554" 3 2 4.3 0 0 1
"1555" 3 0 4.5 0 0 0
"1556" 2 0 5 0 1 0
"1557" 4 2 3 0 0 1
"1558" 3 0 4.8 0 1 0
"1559" 3 2 6.8 0 0 0
"1560" 2 1 2.7 0 0 0
"1561" 2 0 2.3 0 0 1
"1563" 1 0 2.8 0 1 0
"1564" 2 1 3.3 0 0 0
"1565" 1 0 3.5 0 1 1
"1566" 3 2 6.1 0 1 0
"1567" 3 0 2.8 0 0 0
"1568" 3 1 3.3 0 0 1
"1569" 2 1 2 0 0 0
"1570" 1 0 3.8 1 1 1
"1571" 3 1 4.8 1 0 0
"1573" 4 2 3.4 0 1 0
"1575" 2 0 3.6 1 1 1
"1576" 1 0 2.3 1 1 1
"1580" 1 0 5.2 0 1 1
"1581" 4 2 6.8 0 1 1
"1582" 1 0 4.2 0 0 1
"1583" 3 2 3.3 0 1 1
"1585" 2 0 2.3 0 0 0
"1586" 1 0 4.1 0 1 1
"1587" 3 0 8 0 1 0
"1588" 3 1 5.8 0 0 1
"1589" 3 0 2 0 0 1
"1590" 3 1 4.2 0 0 1
"1591" 1 0 3.4 0 0 1
"1592" 1 1 4.6 0 0 1
"1594" 1 0 3.9 0 1 1
"1595" 3 1 3.4 0 1 1
"1596" 1 1 2.6 0 1 0
"1598" 3 2 2.7 1 1 1
"1599" 2 2 3.7 1 0 1
"1601" 2 1 4 0 1 1
"1602" 0 0 2.9 1 0 1
"1603" 1 1 2.1 1 0 0
"1604" 4 2 5.6 1 0 1
"1605" 1 1 4.2 1 0 1
"1606" 0 1 2.8 1 1 0
"1607" 1 2 4.9 1 0 0
"1608" 1 0 3.3 1 1 1
"1609" 2 0 4.3 0 1 0
"1610" 2 0 7.5 0 1 1
"1612" 3 1 4.9 0 1 0
"1613" 3 2 4.8 0 0 0
"1614" 2 2 3.7 0 1 1
"1615" 4 2 3.3 0 1 1
"1616" 3 2 2.3 0 1 0
"1617" 3 1 3.2 0 0 0
"1618" 2 0 3.2 0 1 1
"1619" 3 0 3.6 0 1 0
"1620" 2 1 3.1 0 0 0
"1621" 3 0 3.6 0 1 0
"1622" 1 0 5.1 0 1 0
"1623" 2 0 3.4 0 0 0
"1624" 1 1 3.4 0 1 0
"1626" 3 1 3.4 0 0 1
"1627" 2 0 5.9 0 0 1
"1628" 3 2 3.3 0 1 1
"1629" 1 0 4.1 0 1 1
"1630" 3 0 7.2 0 1 0
"1631" 2 1 1.8 0 1 0
"1632" 2 2 3.6 1 1 1
"1633" 3 0 8.1 1 1 0
"1634" 4 1 3.2 0 1 0
"1636" 2 0 6.2 0 1 0
"1638" 2 0 2.5 1 1 1
"1639" 2 0 3.6 1 0 1
"1640" 3 1 6.9 1 0 0
"1641" 2 1 5.9 1 0 1
"1642" 4 2 7.5 1 1 1
"1643" 2 0 4.5 0 0 1
"1644" 2 1 3.1 0 1 0
"1645" 1 2 3.3 0 0 0
"1648" 2 0 3.2 0 0 0
"1649" 2 2 3.3 0 1 1
"1650" 2 2 2.2 0 1 0
"1651" 3 2 2.9 0 0 0
"1652" 2 0 3.5 0 0 0
"1653" 4 2 5 0 1 0
"1654" 1 1 4 0 1 1
"1655" 2 1 6.7 0 0 1
"1657" 3 1 6.6 0 1 1
"1658" 3 1 4.1 0 1 0
"1659" 2 0 4.1 0 0 1
"1661" 2 2 3.4 0 1 0
"1662" 4 2 2.8 0 1 0
"1663" 3 1 5.3 1 1 1
"1664" 0 0 3.5 1 1 1
"1666" 4 2 6.3 0 0 1
"1669" 2 2 3.6 0 0 0
"1670" 0 0 4.2 0 1 0
"1672" 3 1 3.3 0 0 1
"1673" 3 1 2.5 0 1 1
"1674" 3 2 3.5 0 0 0
"1675" 3 1 7.4 0 0 0
"1676" 1 0 5.3 0 1 1
"1677" 1 1 6.6 0 0 0
"1678" 1 1 2.9 0 1 1
"1679" 3 0 8 0 0 0
"1681" 3 0 8.4 0 0 0
"1683" 4 2 6.6 0 0 0
"1684" 3 0 6.7 0 0 0
"1685" 3 2 2.5 0 1 0
"1686" 2 1 4.1 0 1 1
"1687" 2 0 5.3 0 0 1
"1688" 1 2 4.1 0 1 1
"1689" 2 0 3.7 0 0 1
"1690" 2 0 5 0 1 1
"1692" 2 2 3.6 0 0 0
"1693" 3 2 2.2 0 0 0
"1694" 2 1 4 1 1 0
"1695" 1 1 2.7 1 0 1
"1697" 1 1 4.1 1 0 0
"1700" 3 1 3.5 0 0 1
"1701" 1 0 6.8 0 1 1
"1702" 1 2 4.1 1 1 1
"1703" 3 2 5.7 1 1 1
"1704" 3 0 4.1 1 0 1
"1705" 2 0 2.5 1 0 1
"1706" 2 1 4.2 0 0 0
"1707" 3 0 6.8 0 1 0
"1708" 1 1 3.5 0 1 0
"1709" 1 2 3.5 0 1 1
"1710" 2 2 2.8 0 1 1
"1711" 3 0 4 0 0 0
"1712" 2 2 2.8 0 0 1
"1713" 3 0 3.2 0 1 0
"1714" 4 2 5.2 0 1 1
"1715" 4 2 7 0 0 0
"1716" 2 1 6.9 0 0 1
"1717" 2 0 3.3 0 0 0
"1718" 3 2 4.7 0 0 0
"1719" 3 0 7 0 0 0
"1720" 2 0 3.1 0 1 1
"1721" 1 2 4.2 0 0 1
"1722" 3 1 3.6 0 1 0
"1724" 3 1 6.5 0 1 1
"1725" 2 2 3.5 0 1 1
"1726" 1 0 2.9 0 1 1
"1727" 2 2 2.9 0 0 1
"1729" 1 0 3.7 0 0 1
"1730" 3 0 4.8 0 0 1
"1731" 2 0 3 0 1 1
"1735" 3 0 6.2 0 1 1
"1736" 2 2 2.7 1 0 1
"1738" 2 0 4.3 1 0 1
"1740" 3 2 6.6 1 0 1
"1741" 3 2 3 0 0 0
"1742" 2 2 4.6 0 0 1
"1743" 2 1 2.1 1 0 0
"1744" 4 1 5.3 0 1 1
"1745" 3 1 5 0 1 1
"1746" 2 1 1.8 0 1 0
"1747" 3 0 8 0 0 1
"1748" 2 1 3 0 1 1
"1749" 2 1 5.5 0 1 0
"1751" 2 1 3.9 0 0 0
"1752" 2 1 2.6 0 0 1
"1753" 1 1 1.8 0 1 0
"1754" 2 2 2.8 0 0 0
"1755" 1 0 5.3 0 0 1
"1757" 3 2 6.1 0 0 1
"1758" 2 2 2.3 0 1 1
"1759" 2 0 4 0 1 0
"1760" 1 2 3.9 0 1 0
"1762" 1 0 7 0 1 1
"1763" 3 0 3.3 0 0 1
"1764" 3 1 7.3 0 1 1
"1765" 3 1 6.9 0 1 0
"1766" 2 1 7.8 0 0 1
"1767" 3 0 3.7 0 0 1
"1768" 0 2 7.6 0 1 0
"1769" 1 1 3.9 0 1 1
"1770" 2 2 3.4 0 0 1
"1773" 2 1 6.8 0 1 1
"1774" 3 2 2.3 0 0 1
"1775" 4 2 7.7 1 0 0
"1776" 2 0 4.2 1 0 1
"1778" 2 2 3.7 1 1 1
"1779" 2 2 6.2 1 0 0
"1780" 3 1 4.5 1 0 0
"1781" 3 0 5.3 0 0 0
"1782" 4 1 4.9 0 1 0
"1784" 2 2 3.6 0 0 0
"1785" 3 0 7.7 1 1 1
"1786" 2 2 5.5 1 1 1
"1787" 2 1 2.9 1 0 1
"1788" 2 1 2.9 0 0 1
"1789" 3 1 3.6 0 1 0
"1791" 3 0 3 0 0 1
"1793" 3 1 4 0 1 1
"1794" 3 1 6.4 0 1 0
"1795" 3 1 7.5 0 0 1
"1796" 3 0 5.3 0 0 0
"1798" 3 1 2.5 0 1 0
"1799" 2 1 5.6 0 0 0
"1800" 2 0 4.3 0 0 1
"1801" 3 0 4.1 0 1 0
"1802" 1 2 3.1 0 1 1
"1803" 3 0 2.8 0 1 1
"1804" 3 0 2.1 0 0 0
"1807" 2 1 3.5 0 0 1
"1808" 0 2 7.9 0 1 1
"1809" 1 0 4.1 0 0 1
"1811" 3 2 6.1 0 0 1
"1812" 2 1 3.2 0 0 1
"1813" 1 2 3 1 1 1
"1814" 0 1 5.6 1 0 0
"1815" 3 0 3.7 1 0 0
"1816" 4 2 1.9 1 0 1
"1817" 3 1 5.1 1 0 1
"1819" 2 2 3 1 1 1
"1820" 4 1 4.5 1 0 0
"1821" 1 0 3.7 1 1 1
"1822" 3 0 3.5 0 0 0
"1823" 3 1 6.7 0 0 1
"1824" 3 2 4.2 0 0 1
"1825" 3 0 4.8 0 0 1
"1826" 2 2 3 0 1 1
"1827" 2 2 4.1 0 0 0
"1828" 3 2 5.6 0 0 0
"1830" 2 1 6 0 0 0
"1831" 3 2 6.7 0 0 1
"1832" 1 1 2.5 0 1 0
"1833" 3 0 2.9 0 0 0
"1835" 3 0 3.9 0 1 1
"1836" 3 0 4.7 0 1 0
"1837" 3 0 5.1 0 0 1
"1838" 2 0 5.7 0 0 0
"1839" 3 0 5.7 0 0 1
"1840" 3 2 2.9 0 0 1
"1841" 3 1 2.1 0 0 0
"1842" 4 1 8 0 0 0
"1844" 1 0 6.2 0 0 1
"1845" 3 1 8 0 0 0
"1846" 3 1 7.2 0 1 0
"1847" 2 2 4.1 0 0 1
"1849" 4 2 3.2 1 0 0
"1851" 1 2 3.9 0 1 1
"1852" 3 0 6.3 0 0 0
"1855" 3 1 7.8 1 1 0
"1856" 1 2 4.9 0 0 1
"1857" 3 2 6.1 0 0 0
"1858" 2 0 6.6 0 1 0
"1859" 2 2 3.5 0 1 1
"1860" 2 1 7.6 0 1 1
"1862" 3 0 2.2 0 1 0
"1863" 2 2 5.4 0 1 1
"1864" 3 0 7.3 0 0 0
"1868" 4 1 5.2 0 1 1
"1870" 4 2 6.2 0 0 0
"1871" 2 2 5.6 0 0 1
"1872" 2 1 3.4 0 1 0
"1873" 2 1 6.4 0 0 0
"1874" 3 2 6.5 0 0 1
"1875" 3 0 4.2 0 1 0
"1876" 4 2 4.9 0 0 1
"1877" 3 1 4.1 0 0 1
"1878" 1 0 6.6 0 1 1
"1879" 2 1 4.9 0 0 1
"1880" 3 0 5.3 0 0 1
"1881" 4 2 8.1 0 0 1
"1884" 1 2 2.5 1 0 1
"1885" 1 0 6.6 1 1 1
"1886" 2 1 3.6 1 0 1
"1887" 3 0 5.7 0 0 0
"1888" 1 0 4.5 0 1 1
"1890" 3 0 3.3 1 0 0
"1891" 3 1 7.9 1 0 0
